Auteur; Titre; Chapitre; Lieu; Adresse; Arrondissement; Géoréférencement ; Qualification ; Personnages ; Indication ; Typologie ; Rive ; Attribut
Flaubert; L’Éducation sentimentale; Seconda parte, VI; chez Rosanette; 14 rue Grange-Batelière; 9; 48.873112, 2.34181; maison; Frédéric, Rosanette; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, VI; angolo rue Vivienne; angolo rue Vivienne; 2; 48.871656, 2.341583; rue; Frédéric, signora Arnoux; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, VI; chez Deslauriers; rue des Trois-Maries; 1; 48.858577, 2.342794; maison; Frédéric, Deslauriers; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, VI; chez Arnoux; 37 rue Paradis-Poissonnière; 10; 48.874901, 2.352845; maison; Frédéric, madame Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, VI; chez Arnoux; 37 rue Paradis-Poissonnière; 10; 48.874901, 2.352845; maison; Frédéric, Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, VI; angolo rue Tronchet e rue de la Ferme; angolo rue Tronchet e rue de la Ferme (Rue de la Ferme des Mathurins); 9; 48.873152, 2.326753; rue; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, VI; Café Soufflot; 16 Rue Soufflot; 5; 48.84708, 2.342715; café; Frédéric, Deslauriers; exact; cité; gauche; réel
Flaubert; L’Éducation sentimentale; Seconda parte, VI; angolo rue Tronchet e rue de la Ferme; angolo rue Tronchet e rue de la Ferme (Rue de la Ferme des Mathurins); 9; 48.873152, 2.326753; rue; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, VI; chez Rosanette; 14 rue Grange-Batelière; 9; 48.873112, 2.34181; maison; Frédéric, Delphine, Rosanette; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Seconda parte, VI; Trois-Frères-Provençaux; Palais Royal, 88 Galerie de Beaujolais; 1; 48.865954, 2.3384; restaurant; Frédéric, Rosanette; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Seconda parte, VI; camera ammobiliata; rue Tronchet; 8; 48.871788, 2.32578; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; Notre-Dame-de-l'Assomption; place Maurice-Barrès; 1; 48.867359, 2.326154; église; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; barricata rue de Valois; rue de Valois; 1; 48.862713, 2.337498; rue; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; palazzo Tuileries; rue de Rivoli; 1; 48.860629, 2.337577; bâtiment; Frédéric, Hussonnet; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; rue Fromenteau; rue Fromenteau (supprimée en 1850); 1; 48.862347, 2.337084; rue; Frédéric, Hussonnet; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; Tuileries; Tuileries; 1; 48.863093, 2.328535; jardin publique; Frédéric, Hussonnet, Dussardier; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; Place de la Bourse; Place de la Bourse; 2; 48.868679, 2.34124; place; Frédéric, Hussonnet, Dussardier; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; Hôtel de Ville; place Hôtel de Ville; 4; 48.856821, 2.352301; bâtiment; Frédéric, Hussonnet, Dussardier; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Deslauriers; rue des Trois-Maries; 1; 48.858577, 2.342794; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Rosanette; 14 rue Grange-Batelière; 9; 48.873112, 2.34181; maison; Frédéric, Rosanette; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; Pont d’Arcole; Pont d’Arcole; 4; 48.855274, 2.350412; rue; Frédéric, Pellerin; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; 48.87435, 2.320154; maison; Frédéric, Dambreuse, Martinon; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Rosanette; 14 rue Grange-Batelière; 9; 48.873112, 2.34181; maison; Frédéric, Rosanette, Vatnaz; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Dambreuse; rue d’Anjou; 8; 48.87068, 2.321353; maison; Frédéric, Dambreuse, Martinon; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Rosanette; 14 rue Grange-Batelière; 9; 48.873112, 2.34181; maison; Frédéric, Rosanette, Delmar; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; Club dell’intelligenza; rue Saint-Jacques; 5; 48.850496, 2.345287; club; Frédéric, Pellerin, Hussonnet, Regimbart, Compain, Dussardier, Delmar, Sénécal; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; Maison d’Or; 20 Boulevard des Italiens; 9; 48.871878, 2.336879; restaurant; Frédéric, Pellerin, Hussonnet, Regimbart, Compain, Dussardier, Delmar, Sénécal; exact; cité; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Rosanette; 14 rue Grange-Batelière; 9; 48.873112, 2.34181; maison; Frédéric, Rosanette; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Rosanette; 14 rue Grange-Batelière; 9; 48.873112, 2.34181; maison; Frédéric, Rosanette, Vatnaz; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Rosanette; boulevard Poissonnière; 2; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Rosanette; boulevard Poissonnière; 2; 48.87125, 2.344532; maison; Frédéric, Arnoux; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; Guardia Nazionale; Place du Carrousel; 1; 48.861153, 2.334259; place; Frédéric, Arnoux; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; Parly; rue de Chartres; 18; 48.88455, 2.354375; restaurant; Frédéric, Arnoux; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; 48.87435, 2.320154; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; porte Saint-Martin; porte Saint-Martin; 3; 48.869146, 2.355652; place; Frédéric, Dambreuse, Martinon; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; chez Rosanette; boulevard Poissonnière; 2; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, I; porte d’Italie; avenue d’Italie; 13; 48.819087, 2.359533; place; Frédéric; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; posto di guardia École Polytechinique; rue de la Montagne-Sainte-Geneviève; 5; 48.848042, 2.348525; bureau; Frédéric; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; municipio XII circoscrizione; place du Panthéon; 5; 48.846293, 2.344914; bureau; Frédéric; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Terza parte, I; Place du Carrousel; Place du Carrousel; 1; 48.861153, 2.334259; place; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, II; chez Dambreuse; rue d’Anjou; 8; 48.87068, 2.321353; maison; signora Dambreuse, miss John, Cécile, Roque, Louise Roque, Cisy, Frédéric, Paul de Grémoville, Fumichon, duchessa di Montreuil-Nantua, signor di Nonancourt, signora di Larsillois, Dambreuse, Martinon, Pellerin, Arnoux, madame Arnoux, Hussonnet; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, II; chez Rosanette; boulevard Poissonnière; 2; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, III; chez Rosanette; boulevard Poissonnière; 2; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, III; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; 48.87435, 2.320154; maison; Frédéric, madame Arnoux; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, III; chez Arnoux; 37 rue Paradis-Poissonnière; 10; 48.874901, 2.352845; maison; Frédéric, madame Arnoux, Rosanette; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, III; chez Rosanette; boulevard Poissonnière; 2; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, III; sede partito dell’ordine; rue de Poitiers; 7; 48.858931, 2.326108; bâtiment; Frédéric, Fumichon, Hussonnet, Nonancourt, Grémoville, Martinon, Cisy, Dambreuse; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Terza parte, III; chez Dambreuse; rue d’Anjou; 8; 48.87068, 2.321353; maison; Frédéric, signora Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, III; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; 48.87435, 2.320154; maison; Frédéric, Deslauriers; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, III; chez signor Dambreuse; rue d’Anjou; 8; 48.87068, 2.321353; maison; Frédéric, signora Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, III; chez Rosanette; boulevard Poissonnière; 2; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; 48.87435, 2.320154; maison; Frédéric, Deslauriers; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; 48.87435, 2.320154; maison; Frédéric, Sénécal; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Dambreuse; rue d’Anjou; 8; 48.87068, 2.321353; maison; Frédéric, signora Dambreuse, Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; Hôtel de Ville; place Hôtel de Ville; 4; 48.856821, 2.352301; bâtiment; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, IV; Église de la Madeleine; Place de la Madeleine; 8; 48.870137, 2.324563; église; Frédéric, signora Dambreuse, Pellerin; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, IV; Père-Lachaise; 16 Rue du Repos; 20; 48.859785, 2.390791; cimetière; Frédéric, signora Dambreuse, Fumichon, Hussonnet; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; 48.87435, 2.320154; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Dambreuse; rue d’Anjou; 8; 48.87068, 2.321353; maison; Frédéric, signora Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; 48.87435, 2.320154; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; casa di cura e maternità; rue Marbeuf; 8; 48.868716, 2.303801; hôpital; Frédéric, Rosanette; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Dambreuse; rue d’Anjou; 8; 48.87068, 2.321353; maison; Frédéric, signora Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; 48.87435, 2.320154; maison; Frédéric, Rosanette, signora Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Rosanette; boulevard Poissonnière; 2; 48.87125, 2.344532; maison; Frédéric, Rosanette, Hussonnet, Fumichon, Nonancourt, Grémonville, signor de Larsillois, Cisy, barone di Comaing, conte di Jumillac; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Rosanette; boulevard Poissonnière; 2; 48.87125, 2.344532; maison; Frédéric, Rosanette, Deslauriers; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Rosanette; boulevard Poissonnière; 2; 48.87125, 2.344532; maison; Frédéric, Rosanette, ufficial giudiziario Athanase Gautherot, Delphine; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Dambreuse; rue d’Anjou; 8; 48.87068, 2.321353; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; Café place de la Bastille; place de la Bastille; 11; 48.853494, 2.3688; café; Frédéric, Regimbart; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, IV; negozio Arnoux; rue de Fleurus; 6; 48.847059, 2.331879; boutique; Frédéric, Arnoux, signora Arnoux; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Rosanette; boulevard Poissonnière; 2; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; 48.87435, 2.320154; maison; Frédéric, Dussardier; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Rosanette; boulevard Poissonnière; 2; 48.87125, 2.344532; maison; Frédéric, Rosanette, Deslauriers, Sénécal; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, IV; chez Rosanette; boulevard Poissonnière; 2; 48.87125, 2.344532; maison; Frédéric, Rosanette, piccolo Frédéric, Delphine, Pellerin; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; chez Dambreuse; rue d’Anjou; 8; 48.87068, 2.321353; maison; Frédéric, signora Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; negozio Arnoux; rue de Fleurus; 6; 48.847059, 2.331879; boutique; Frédéric; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; chez Arnoux; 37 rue Paradis-Poissonnière; 10; 48.874901, 2.352845; maison; Frédéric; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; chez Regimbart; rue de l’Empereur (rue Lepic); 18; 48.884804, 2.333729; maison; Frédéric, signora Regimbart, Regimbart; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; chez Rosanette; boulevard Poissonnière; 2; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; chez Dambreuse; rue d’Anjou; 8; 48.87068, 2.321353; maison; Frédéric, signora Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; chez Arnoux; 37 rue Paradis-Poissonnière; 10; 48.874901, 2.352845; maison; Frédéric; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; chez Rosanette; boulevard Poissonnière; 2; 48.87125, 2.344532; maison; Frédéric, Rosanette; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, V; palazzo delle aste; Place de la Bourse; 2; 48.868775, 2.340803; bâtiment; Frédéric, signora Dambreuse, ufficiale giudiziario Berthelmot, Rosanette; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, V; strada dinanzi al Café Tortoni; 2 Boulevard des Italiens; 9; 48.872014, 2.336861; rue; Frédéric, Dussardier, Sénécal; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Terza parte, VI; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; 48.87435, 2.320154; maison; Frédéric, madame Arnoux; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Terza parte, VII; chez Frédéric; rue Rumfort (Boulevard Malesherbes); 8; 48.87435, 2.320154; maison; Frédéric, Deslauriers; inexacte; vécu; droite; fictif
