Auteur; Titre; Chapitre; Lieu; Adresse; Arrondissement; Géoréférencement 1; Géoréférencement 2 ; Géoréférencement 3 ; Qualification ; Personnages ; Indication ; Typologie ; Rive ; Attribut
Balzac; Illusions perdues; Influenza degli stivali sulla vita privata; chez Coralie; rue de Vendôme (rue Béranger); 3; -; 48.866205, 2.363635; -; maison; Lucien, Coralie; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Influenza degli stivali sulla vita privata; chez Lucien; rue Charlot; 3; -; 48.863553, 2.363342; -; maison; Lucien, Coralie; inexacte; cité; droite; fictif
Balzac; Illusions perdues; Influenza degli stivali sulla vita privata; «petit journal»; rue Saint-Fiacre; 2; -; 48.869873, 2.345342; -; rédaction; Lucien, Coralie; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Gli arcani del giornale; «petit journal»; rue Saint-Fiacre; 2; -; 48.869873, 2.345342; -; rédaction; Lucien, Coloquinta, Giroudeau, Finot, Lousteau, Vernou, Merlin; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Ri-Dauriat; Bois de Boulogne; Bois de Boulogne; 16; -; 48.864093, 2.248258; -; jardin publique; Lucien, Coralie, marchesa d’Espard, signora e Bargeton, barone Châtelet, Camusot; inexacte; vécu; droite; réel
Balzac; Illusions perdues; Ri-Dauriat; Dauriat; Galerie de Bois (Galerie d’Orléans); 1; -; 48.864101, 2.33732; -; rue; Lucien, Lousteau, Dauriat, Blondet, Nathan, Finot; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Le prime armi; «petit journal»; rue Saint-Fiacre; 2; -; 48.869873, 2.345342; -; rédaction; Lucien, Lousteau, Merlin; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Le prime armi; chez Coralie; rue de Vendôme (rue Béranger); 3; -; 48.866205, 2.363635; -; maison; Lucien, Bérénice, Coralie; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Le prime armi; «petit journal»; rue Saint-Fiacre; 2; -; 48.869873, 2.345342; -; rédaction; Lucien, Lousteau, Vernou, Merlin; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Le prime armi; Panorama-Dramatique; 48 boulevard du Temple; 3; -; 48.865942, 2.365551; -; théâtre; Lucien, Lousteau; exact; vécu; droite; réel
Balzac; Illusions perdues; L’editore dall’autore; chez Coralie; rue de Vendôme (rue Béranger); 3; -; 48.866205, 2.363635; -; maison; Lucien, Coralie, Bérénice, Dauriat; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; L’editore dall’autore; Staub; 92 Rue de Richelieu; 2; -; 48.870346, 2.339351; -; boutique; Lucien, Coralie; exact; vécu; droite; réel
Balzac; Illusions perdues; L’editore dall’autore; Bois de Boulogne; Bois de Boulogne; 16; -; 48.864093, 2.248258; -; jardin publique; Lucien, Coralie; inexacte; vécu; droite; réel
Balzac; Illusions perdues; L’editore dall’autore; Opéra; 12 Rue Le Peletier; 9; -; 48.872755, 2.338658; -; théâtre; Lucien, Coralie, Hector Merlin, signora du Val-Noble; exact; vécu; droite; réel
Balzac; Illusions perdues; Studio sull’arte di cantare la palinodia; chez Coralie; rue de Vendôme (rue Béranger); 3; -; 48.866205, 2.363635; -; maison; Lucien, Coralie, Blondet; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Studio sull’arte di cantare la palinodia; Cadran-Bleu; 27 Boulevard du Temple; 3; -; 48.865032, 2.365321; -; restaurant; Lucien, Coralie, Blondet, Lousteau, Merlin, Vernou, Bérénice; exact; cité; droite; réel
Balzac; Illusions perdues; Studio sull’arte di cantare la palinodia; Bois de Boulogne; Bois de Boulogne; 16; -; 48.864093, 2.248258; -; jardin publique; Lucien; inexacte; vécu; droite; réel
Balzac; Illusions perdues; Studio sull’arte di cantare la palinodia; Dauriat; Galerie de Bois (Galerie d’Orléans); 1; -; 48.864101, 2.33732; -; libraire; Lucien; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Studio sull’arte di cantare la palinodia; chez Coralie; rue de Vendôme (rue Béranger); 3; -; 48.866205, 2.363635; -; maison; Lucien, Coralie; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Studio sull’arte di cantare la palinodia; Bois de Boulogne; Bois de Boulogne; 16; -; 48.864093, 2.248258; -; jardin publique; Lucien, Coralie; inexacte; vécu; droite; réel
Balzac; Illusions perdues; Grandezze e servitù del giornalismo; boulevard du Temple; boulevard du Temple; 3; -; 48.86537, 2.365378; -; rue; Lucien, Coralie; inexacte; vécu; droite; réel
Balzac; Illusions perdues; Grandezze e servitù del giornalismo; Panorama-Dramatique; 48 boulevard du Temple; 3; -; 48.865942, 2.365551; -; théâtre; Lucien, Coralie; exact; vécu; droite; réel
Balzac; Illusions perdues; Grandezze e servitù del giornalismo; Ambigue-Comique; 62 Boulevard du Temple; 11; -; 48.866239, 2.365131; -; théâtre; Lucien, duca de Réthoré, Tullia; exact; vécu; droite; fictif
Balzac; Illusions perdues; Grandezze e servitù del giornalismo; «petit journal»; rue Saint-Fiacre; 2; -; 48.869873, 2.345342; -; rédaction; Lucien, Lousteau; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Il banchiere degli autori teatrali; chez Braulard; rue du Faubourg du Temple; 19; -; 48.872045, 2.376876; -; maison; Lucien, Lousteau, Braulard; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Il battesimo del giornalista; chez Coralie; rue de Vendôme (rue Béranger); 3; -; 48.866205, 2.363635; -; maison; Lucien, Coralie, Dauriat, direttore Panorama-Dramatique, Florine, Matifat, Camusot, Lousteau, Finot, Nathan, Hector Merlin, signora du Val-Noble, Vernou, Blondet, Vignon, Brideau, Mariette, Giroudeau, Cardot, Florentine, Bixiou, Tullia, Chrestien, Brideau, Ridal; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Il battesimo del giornalista; Chevet; 22 Galerie de Chartres; 1; -; 48.863722, 2.336607; -; épicerie; Lucien, Coralie, Dauriat, direttore Panorama-Dramatique, Florine, Matifat, Camusot, Lousteau, Finot, Nathan, Hector Merlin, signora du Val-Noble, Vernou, Blondet, Vignon, Brideau, Mariette, Giroudeau, Cardot, Florentine, Bixiou, Tullia, Chrestien, Brideau, Ridal; exact; cité; droite; réel
Balzac; Illusions perdues; Il bel mondo; palazzo del ministro tedesco; Faubourg Saint-Germain; 7; -; 48.856257, 2.32331; -; maison; Lucien, de Marsay, Vandenesse, Ajuda-Pinto, de Trailles, Rastiganc, duca de Maufrigneuse, Beaudenord, Manerville, contessa di Montcornet, marchesa d’Espard, ministro tedesco, des Lupeaulx; inexacte; vécu; gauche; fictif
Balzac; Illusions perdues; Il bel mondo; Opéra; 12 Rue Le Peletier; 9; -; 48.872755, 2.338658; -; théâtre; Lucien; exact; vécu; droite; réel
Balzac; Illusions perdues; Il bel mondo; chez Coralie; rue de Vendôme (rue Béranger); 3; -; 48.866205, 2.363635; -; maison; Lucien, Coralie, Rastignac e amici del “bel mondo”; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; I Viveurs; Rocher de Cancale; 59 rue Montorgueil; 2; -; 48.865606, 2.346925; -; restaurant; Lucien, Rastignac, Chatelet; exact; vécu; droite; réel
Balzac; Illusions perdues; I Viveurs; Dauriat; Galerie de Bois (Galerie d’Orléans); 1; -; 48.864101, 2.33732; -; libraire; Lucien, Dauriat; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Quinta specie di libraio; chez Coralie; rue de Vendôme (rue Béranger); 3; -; 48.866205, 2.363635; -; maison; Lucien, Coralie, Bérénice, Lousteau; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Quinta specie di libraio; Fendant e Cavalier; rue Serpente; 6; -; 48.852433, 2.341205; -; libraire; Lucien, Lousteau, Fendant, Cavalier; inexacte; vécu; gauche; fictif
Balzac; Illusions perdues; Quinta specie di libraio; Barbet; quai des Grands Augustins; 6; -; 48.854297, 2.343185; -; libraire; Lucien, Lousteau; inexacte; vécu; gauche; fictif
Balzac; Illusions perdues; Il ricatto; Barbet; quai des Grands Augustins; 6; -; 48.854297, 2.343185; -; libraire; Lucien, Lousteau; inexacte; vécu; gauche; fictif
Balzac; Illusions perdues; Gli scontisti; Barbet; quai des Grands Augustins; 6; -; 48.854297, 2.343185; -; libraire; Lucien, Lousteau; inexacte; vécu; gauche; fictif
Balzac; Illusions perdues; Gli scontisti; Chaboisseau; quai Saint-Michel; 5; -; 48.853334, 2.345913; -; libraire; Lucien, Lousteau; inexacte; vécu; gauche; fictif
Balzac; Illusions perdues; Gli scontisti; Dauriat; Galerie de Bois (Galerie d’Orléans); 1; -; 48.864101, 2.33732; -; libraire; Lucien, Lousteau; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Gli scontisti; Samanon; boulevard Poissonnière; 2; -; 48.870866, 2.346818; -; maison; Lucien e Lousteau; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Gli scontisti; Passage des Panoramas; Passage des Panoramas; 2; -; 48.870958, 2.341748; -; rue; Lucien, Lousteau; inexacte; vécu; droite; réel
Balzac; Illusions perdues; Gli scontisti; Frascati; 108 rue de Richelieu; 2; -; 48.871369, 2.34033; -; maison de jeux; Lucien, Lousteau; exact; vécu; droite; réel
Balzac; Illusions perdues; Gli scontisti; Very; 83 galerie de Beaujolais; 1; -; 48.866033, 2.338018; -; restaurant; Lucien, Lousteau; exact; vécu; droite; réel
Balzac; Illusions perdues; Gli scontisti; chez Coralie; rue de La Lune; 2; -; 48.869961, 2.348555; -; maison; Lucien; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Cambiamento di fronte; chez Coralie; rue de La Lune; 2; -; 48.869961, 2.348555; -; maison; Lucien, Coralie, Bérénice, d’Arthez, Giraud, Chrestien; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Finotterie; Vaudeville; 6 Boulevard des Capucines; 9; -; 48.870976, 2.333254; -; théâtre; Lucien, Merlin, Finot, des Lupeaulx, signor du Tillet, Nathan; exact; vécu; droite; réel
Balzac; Illusions perdues; La settimana fatale; Cocon d’or; rue des Bourdonnais; 1; -; 48.859531, 2.344703; -; boutique; Lucien, Camusot; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; La settimana fatale; chez Braulard; rue du Faubourg du Temple; 19; -; 48.872045, 2.376876; -; maison; Lucien, Braulard; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; La settimana fatale; chez D’Arthez; rue Quatre Vents; 6; -; 48.851742, 2.337734; -; maison; Lucien, d’Arthez; inexacte; vécu; gauche; fictif
Balzac; Illusions perdues; La settimana fatale; chez Coralie; rue de La Lune; 2; -; 48.869961, 2.348555; -; maison; Lucien; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; La settimana fatale; Gymnase; 38 Boulevard Bonne-Nouvelle; 10; -; 48.870847, 2.348918; -; théâtre; Lucien, Coralie, Camusot, Martainville, Florine, Nathan, Merlin; exact; vécu; droite; réel
Balzac; Illusions perdues; La settimana fatale; Frascati; 108 rue de Richelieu; 2; -; 48.871369, 2.34033; -; maison de jeux; Lucien; exact; vécu; droite; réel
Balzac; Illusions perdues; La settimana fatale; chez Coralie; rue de La Lune; 2; -; 48.869961, 2.348555; -; maison; Lucien, Finot; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; La settimana fatale; Dauriat; Galerie de Bois (Galerie d’Orléans); 1; -; 48.864101, 2.33732; -; libraire; Lucien, Dauriat; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; La settimana fatale; chez Coralie; rue de La Lune; 2; -; 48.869961, 2.348555; -; maison; Lucien, Coralie, Bérénice; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; La settimana fatale; chez mademoiselle des Touches; rue de la Chaussée d’Antin; 9; -; 48.876358, 2.33182; -; maison; Lucien, signorina des Touches, Conti, marchesa d’Espard, signora de Bargeton, contessa de Montcornet; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; La settimana fatale; Ministero (Guardasigilli); Hôtel de Bourvallais, 13, place Vendôme; 1; -; 48.867737, 2.328492; -; bureau; Lucien, signora de Bargeton; exact; cité; droite; réel
Balzac; Illusions perdues; La settimana fatale; chez Coralie; rue de La Lune; 2; -; 48.869961, 2.348555; -; maison; Lucien, Coralie; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; La settimana fatale; Ministero (Guardasigilli); place Vendôme; 1; -; 48.867463, 2.329428; -; place; Lucien, des Lupeaulx, barone du Châtelet; inexacte; vécu; droite; réel
Balzac; Illusions perdues; La settimana fatale; boulevard de Gand; boulevard de Gand (era uno dei lati del boulevard des Italiens); 2; -; 48.871912, 2.340175; -; rue; Lucien, Michel Chréstien, Rastignac, de Marsay; inexacte; vécu; droite; réel
Balzac; Illusions perdues; La settimana fatale; chez Rastignac; rue Taitbout; 9; -; 48.872943, 2.335355; -; maison; Lucien, Rastignac; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; La settimana fatale; Café Anglais; 13 Boulevard des Italiens; 2; -; 48.871363, 2.337518; -; café; Lucien, Rastignac, de Marsay; exact; vécu; droite; réel
Balzac; Illusions perdues; Ingenuità; chez Coralie; rue de La Lune; 2; -; 48.869961, 2.348555; -; maison; Lucien, Coralie; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Ingenuità; via per Clignancourt; via per Clignancourt; 18; -; 48.894058, 2.345678; -; rue; Lucien, Rastignac, de Marsay, Michel Chréstien; inexacte; vécu; droite; réel
Balzac; Illusions perdues; Ingenuità; chez Coralie; rue de La Lune; 2; -; 48.869961, 2.348555; -; maison; Lucien, Coralie, Bérénice Bianchon, Camusot, Merlin; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Ingenuità; Flicoteaux; 22 rue Champollion; 5; -; 48.848896, 2.342354; -; restaurant; Lucien, Lousteau, Vignon; exact; vécu; gauche; réel
Balzac; Illusions perdues; Ingenuità; Café Voltaire; 1 place de l’Odéon; 6; -; 48.850087, 2.338888; -; café; Lucien, Lousteau, Vignon; exact; vécu; gauche; réel
Balzac; Illusions perdues; Ingenuità; Lussemburgo; 15 rue de Vaugirard; 6; -; 48.849216, 2.336455; -; jardin publique; Lucien, Lousteau, Vignon; exact; vécu; gauche; réel
Balzac; Illusions perdues; Ingenuità; chez Coralie; rue de La Lune; 2; -; 48.869961, 2.348555; -; maison; Lucien; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Ingenuità; Métivier; rue Serpente; 6; -; 48.852433, 2.341205; -; magasin; Lucien; inexacte; vécu; gauche; fictif
Balzac; Illusions perdues; Addii; chez Coralie; rue de La Lune; 2; -; 48.869961, 2.348555; -; maison; Lucien, Bérénice, Bianchon, d’Arthez, signorina des Touches; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Addii; Bonne-Nouvelle; 25 rue de la Lune; 2; -; 48.869764, 2.349559; -; église; Lucien, Bérénice, signorina des Touches, Camusot, amici del Cenacolo; exact; vécu; droite; réel
Balzac; Illusions perdues; Addii; Père-Lachaise; 16 Rue du Repos; 20; -; 48.859785, 2.390791; -; cimetière; Lucien, Bérénice, signorina des Touches, Camusot, amici del Cenacolo; exact; vécu; droite; réel
Balzac; Illusions perdues; Addii; albergo; rue de La Lune; 2; -; 48.869961, 2.348555; -; hôtel; Lucien; inexacte; vécu; droite; réel
Balzac; Illusions perdues; Addii; Samanon; boulevard Poissonnière; 2; -; 48.870866, 2.346818; -; maison; Lucien; inexacte; vécu; droite; fictif
Balzac; Illusions perdues; Addii; Frascati; 108 rue de Richelieu; 2; -; 48.871369, 2.34033; -; maison de jeux; Lucien; exact; vécu; droite; réel
Balzac; Illusions perdues; Addii; boulevard Bonne-Nouvelle; boulevard Bonne-Nouvelle; 2; -; 48.869786, 2.34966; -; rue; Lucien, Bérénice; inexacte; vécu; droite; réel
Balzac; Illusions perdues; Addii; stazione della rue d’Enfer; Place Denfert-Rochereau; 14; -; 48.834996, 2.33196; -; place; Lucien; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Prima parte, I; quai Saint-Bernard; quai Saint-Bernard; 5; -; -; 48.848442, 2.358618; rue; Frédéric; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Prima parte, III; stazione diligenza; rue Coq-Héron; 1; -; -; 48.864304, 2.342279; place; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Prima parte, III; chez Dambreuse; rue d’Anjou; 8; -; -; 48.87068, 2.321353; maison; Frédéric, signor Dambreuse; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, III; Art industriel; boulevard Montmartre; 9; -; -; 48.871576, 2.342537; maison d’édition; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, III; chez Frédéric; rue Saint-Hyacinthe; 1; -; -; 48.866001, 2.331705; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, III; museo del Louvre; rue de Rivoli; 1; -; -; 48.861085, 2.335727; musée; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Prima parte, III; pensione rue Saint-Jacques; rue Saint-Jacques; 5; -; -; 48.844582, 2.34216; pension; Frédéric, Martinon; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Prima parte, III; Sainte-Chapelle; 10 Boulevard du Palais; 1; -; -; 48.85516, 2.345747; église; Frédéric, de Cisy; exact; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Prima parte, III; Notre-Dame; 6 Parvis Notre-Dame; 4; -; -; 48.852937, 2.35005; église; Frédéric, de Cisy; exact; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Prima parte, III; Art industriel; boulevard Montmartre; 9; -; -; 48.871576, 2.342537; maison d’édition; Frédéric, Arnoux; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, III; Tuileries; Tuileries; 1; -; -; 48.864445, 2.323573; jardin publique; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Prima parte, III; Ristorante in rue de la Harpe; rue de la Harpe; 5; -; -; 48.851955, 2.344169; restaurant; Frédéric; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Prima parte, III; chez Frédéric; rue Saint-Hyacinthe; 1; -; -; 48.866001, 2.331705; maison; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, III; Opéra; 12 Rue Le Peletier; 9; -; -; 48.872755, 2.338658; théâtre; Frédéric; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Prima parte, III; Collège de France; 11 place Marcelin-Berthelot; 5; -; -; 48.848923, 2.345436; bâtiment; Frédéric; exact; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Prima parte, III; Théâtre du Palais-Royal; 38, rue de Montpensier; 1; -; -; 48.866139, 2.337633; théâtre; Frédéric, Arnoux; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Prima parte, III; Art industriel; boulevard Montmartre; 9; -; -; 48.871576, 2.342537; maison d’édition; Frédéric; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, III; chez Frédéric; Quai aux Fleures; 4; -; -; 48.854057, 2.351726; maison; Frédéric; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Prima parte, IV; rue Saint-Jacques; rue Saint-Jacques; 5; -; -; 48.850695, 2.345464; rue; Frédéric; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Prima parte, IV; stazione di polizia; rue Descartes; 5; -; -; 48.845654, 2.349158; bureau; Frédéric, Martinon, Dussardier, Hussonnet; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Prima parte, IV; Café Tabourey; 20 Rue de Vaugirard; 6; -; -; 48.849268, 2.338201; café; Frédéric, Hussonnet; exact; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Prima parte, IV; rue de Fleurus; rue de Fleurus; 6; -; -; 48.847075, 2.33076; rue; Frédéric, Hussonnet; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Prima parte, IV; chez Frédéric; Quai aux Fleures; 4; -; -; 48.854057, 2.351726; maison; Frédéric, Husonnet; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Prima parte, IV; Art industriel; boulevard Montmartre; 9; -; -; 48.871576, 2.342537; maison d’édition; Frédéric, Hussonnet, Arnoux, Regimbart, Pellerin, Dittmer, signorina Vatnaz; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, IV; chez Pellerin; faubourg Poissonnière; 9; -; -; 48.878826, 2.349222; maison; Frédéric, Pellerin; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, IV; Art industriel; boulevard Montmartre; 9; -; -; 48.871576, 2.342537; maison d’édition; Frédéric, Regimbart; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, IV; Café Bordelais; place du Carroussel; 1; -; -; 48.861629, 2.334033; café; Frédéric, Regimbart; inexacte; cité; droite; réel
Flaubert; L’Éducation sentimentale; Prima parte, IV; Art industriel; boulevard Montmartre; 9; -; -; 48.871576, 2.342537; caison d’édition; Frédéric, Hussonnet, Arnoux, Madame Arnoux, Regimbart; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, IV; Café Bordelais; place du Carroussel; 1; -; -; 48.861629, 2.334033; café; Frédéric, Regimbart, Pellerin; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Prima parte, IV; Art industriel; boulevard Montmartre; 9; -; -; 48.871576, 2.342537; maison d’édition; Frédéric, Arnoux; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, IV; chez Frédéric; Quai aux Fleures; 4; -; -; 48.854057, 2.351726; maison; Frédéric, Arnoux, Deslauriers; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Prima parte, IV; chez Arnoux; 24 bis rue de Choiseul; 2; -; -; 48.869919, 2.33593; maison; Frédéric, Arnoux, Marthe, madame Arnoux, Dittmer, Lovarias, Burrieu, Rosenwald, Lorris, Meinsius, Pellerin, Hussonnet; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, IV; Pont-Neuf; Ponte-Neuf; 1; -; -; 48.857805, 2.341906; pont; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Prima parte, IV; chez Frédéric; Quai aux Fleures; 4; -; -; 48.854057, 2.351726; maison; Frédéric, Deslauriers; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Prima parte, V; chez Frédéric; Quai aux Fleures; 4; -; -; 48.854057, 2.351726; maison; Frédéric, Pellerin, Deslauriers, Sénécal; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Prima parte, V; Art industriel; boulevard Montmartre; 9; -; -; 48.871576, 2.342537; maison d’édition; Frédéric, Arnoux; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, V; chez Arnoux; 24 bis rue de Choiseul; 2; -; -; 48.869919, 2.33593; maison; Frédéric, Arnoux, madame Arnoux, Dittmer; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, V; chez Frédéric; Quai aux Fleures; 4; -; -; 48.854057, 2.351726; maison; Frédéric, Deslauriers; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Prima parte, V; chez Frédéric; Quai aux Fleures; 4; -; -; 48.854057, 2.351726; maison; Frédéric, Deslauriers, Hussonnet, Dussardier, Martinon, Sénécal, Cisy; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Prima parte, V; Jockey Club; 2 rue Drouot; 9; -; -; 48.872136, 2.340201; club; Frédéric, Sénécal; exact; cité; droite; réel
Flaubert; L’Éducation sentimentale; Prima parte, V; Università; 50 Rue Saint-Jacques; 5; -; -; 48.848917, 2.344341; université; Frédéric, Hussonnet, Cisy, Deslauriers; exact; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Prima parte, V; chez Frédéric; Quai aux Fleures; 4; -; -; 48.854057, 2.351726; maison; Frédéric, Deslauriers; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Prima parte, V; chez Arnoux; 24 bis rue de Choiseul; 2; -; -; 48.869919, 2.33593; maison; Frédéric, Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, V; chez Frédéric; Quai aux Fleures; 4; -; -; 48.854057, 2.351726; maison; Frédéric; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Prima parte, V; Art industriel; boulevard Montmartre; 9; -; -; 48.871576, 2.342537; maison d’édition; Frédéric, Arnoux; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, V; Trois Frères Provençaux; 88 Galerie de Beaujolais; 1; -; -; 48.865984, 2.338225; restaurant; Frédéric, Arnoux, Regimbart; exact; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Prima parte, V; Café Passage du Saumon; Passage du Saumon (Passage Ben Aïad); 2; -; -; 48.86607, 2.346123; café; Frédéric, Arnoux, Regimbart; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Prima parte, V; chez Arnoux; 24 bis rue de Choiseul; 2; -; -; 48.869919, 2.33593; maison; Frédéric, Madame Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, V; chez Arnoux; 24 bis rue de Choiseul; 2; -; -; 48.869919, 2.33593; maison; Frédéric, Arnoux, Madame Arnoux; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, V; Jardin des Plantes; 57 Rue Cuvier; 5; -; -; 48.844288, 2.356155; jardin botanique; Frédéric; exact; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Prima parte, V; museo del Louvre; rue de Rivoli; 1; -; -; 48.861198, 2.335104; musée; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Prima parte, V; chez Arnoux; 24 bis rue de Choiseul; 2; -; -; 48.869919, 2.33593; maison; Frédéric; exact; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, V; Pont de la Concorde; Pont de la Concorde; 8; -; -; 48.863366, 2.319607; pont; Frédéric; inexacte; vécu; gauche; réel
Flaubert; L’Éducation sentimentale; Prima parte, V; ristorante Les Halles; Les Halles; 1; -; -; 48.862466, 2.346009; restaurant; Frédéric; inexacte; vécu; droite; réel
Flaubert; L’Éducation sentimentale; Prima parte, V; Pinson; 18 rue des Fossés-Saint-Germain-des-Près (Rue de l’Ancienne-Comédie); 6; -; -; 48.852843, 2.338616; restaurant; Frédéric; exact; cité; gauche; réel
Flaubert; L’Éducation sentimentale; Prima parte, V; chez Frédéric; Quai aux Fleures; 4; -; -; 48.854057, 2.351726; maison; Frédéric, Hussonnet; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Prima parte, V; Art industriel; boulevard Montmartre; 9; -; -; 48.871576, 2.342537; maison d’édition; Frédéric, signorina Vatnaz; inexacte; vécu; droite; fictif
Flaubert; L’Éducation sentimentale; Prima parte, V; chez Frédéric; Quai aux Fleures; 4; -; -; 48.854057, 2.351726; maison; Frédéric; inexacte; vécu; gauche; fictif
Flaubert; L’Éducation sentimentale; Prima parte, V; Café Alexandre; rue des Francs-Bourgeois; 4; -; -; 48.857635, 2.360844; café; Frédéric, Hussonet, Regimbart, Sénécal; inexacte; cité; droite; réel
Flaubert; L’Éducation sentimentale; Prima parte, V; chez Arnoux; 24 bis rue de Choiseul; 2; -; -; 48.869919, 2.33593; maison; Frédéric; exact; vécu; droite; fictif
